Field=#~Integer~#~50|Field=Case/Package~String~Case/Package~100|Field=Category~String~Category~100|Field=Description~String~Description~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Lifecycle 1~String~Manufacturer Lifecycle 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Subtotal per Board 1~Float~Supplier Subtotal per Board 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~10|ReportField=ProjectFileName~arduino_uno_PCB_Project.PrjPcb|ReportField=ProjectFullPath~C:\Users\Public\Documents\Altium\Projects\arduino_uno_PCB_Project\arduino_uno_PCB_Project.PrjPcb|ReportField=Title~28Pins BOM Purchasing For Project [arduino_uno_PCB_Project.PrjPcb] (No PCB Document Selected)|ReportField=ReportTime~4:02:36 PM|ReportField=ReportDate~10/18/2021|ReportField=ReportDateTime~10/18/2021 4:02:36 PM|ReportField=OutputName~28Pins BOM Purchasing|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=TotalQuantity~99|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=.Designator~.Designator|ReportField=company~MMC|ReportField=NotFitted~NF|ReportField=Project~Arduino Uno 28Pin|ReportField=Title~28Pins|ReportField=VersionRevision~V1|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~10/18/2021|ReportField=CurrentTime~3:25:27 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Public\Documents\Altium\Projects\arduino_uno_PCB_Project\28Pins_Project_V1I1 Project.SchDoc|ReportField=DocumentName~28Pins_Project_V1I1 Project.SchDoc|ReportField=DocumentNumber~5|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~1/4/2016|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=1.07:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=7:PrintQuality=600:MediaType=1:DitherType=10:PaperKind=A3:PrintScaleMode=1|ReportField=ProjectName~arduino_uno_PCB_Project.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~5|ReportField=SheetTotal~5|ReportField=Time~|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=DataSourceFileName~arduino_uno_PCB_Project.PrjPcb|ReportField=DataSourceFullPath~C:\Users\Public\Documents\Altium\Projects\arduino_uno_PCB_Project\arduino_uno_PCB_Project.PrjPcb|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
21|0805|Resistors Chip Resistor - Surface Mount|Thick Film Resistors - SMD 1/8W 560ohm 1% AEC-Q200|AC0805FR-07560RL|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|5|Digi-Key|||{URL}{URL.TEXT}YAG3743DKR-ND{URL.TIP}Supplier||||
22|0805|Resistors Chip Resistor - Surface Mount|RES SMD 1K OHM 1% 1/8W 0805|AC0805FR-071KL|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|6|Digi-Key|||{URL}{URL.TEXT}YAG3703DKR-ND{URL.TIP}Supplier||||
23|0805|Resistors Chip Resistor - Surface Mount|YAGEO         RC0805FR-072R2L             RES, THICK FILM, 2R2, 1%, 0.125W, 0805|RC0805FR-072R2L|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|7|Digi-Key|||{URL}{URL.TEXT}311-2.20CRDKR-ND{URL.TIP}Supplier||||
24||Resistors Chip Resistor - Surface Mount|Res Anti-Sulfured Jumper Thick Film 0805 0 Ohm 1/8W Molded Paper T/R|CR0805AJ/-000EAS|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|4|Digi-Key|||{URL}{URL.TEXT}CR0805AJ%2F-000EASDKR-ND{URL.TIP}Supplier||||
25|0805||STACKPOLE ELECTRONICS - RMCF0805ZT0R00. - RES THKFLM 0805 0 OHM JUMPER 1/8W 200PPM/ C SMD ROHS COMPLIANT: YES|RMCF0805ZT0R00|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|2|Digi-Key|||{URL}{URL.TEXT}RMCF0805ZT0R00DKR-ND{URL.TIP}Supplier||||
26|0805|Resistors Chip Resistor - Surface Mount|Res Thick Film 0805 1K Ohm 1% 0.125W(1/8W) ±100ppm/C Pad SMD T/R|RC0805FR-101KL|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|3|Digi-Key|||{URL}{URL.TEXT}13-RC0805FR-101KLTR-ND{URL.TIP}Supplier||||
27|||CONN IC DIP SOCKET 28POS TIN|4828-3004-CP|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key|||{URL}{URL.TEXT}3M5480-ND{URL.TIP}Supplier||||
28||Switches,Tactile Switches|6X6, H5,  160G TAC.SWITCH|1825910-6|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|2|Digi-Key|||{URL}{URL.TEXT}450-1650-ND{URL.TIP}Supplier||||
29|PDIP|Integrated Circuits (ICs) Embedded - Microcontrollers|IC MCU 8BIT 32KB FLASH 28DIP|ATMEGA328P-PU|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key|||{URL}{URL.TEXT}ATMEGA328P-PU-ND{URL.TIP}Supplier||||
30|TQFP|Integrated Circuits (ICs) Embedded - Microcontrollers|IC MCU 8BIT 16KB FLASH 32TQFP|ATMEGA16U2-AU|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key|||{URL}{URL.TEXT}ATMEGA16U2-AU-ND{URL.TIP}Supplier||||
31|SOT-223|Integrated Circuits (ICs) PMIC - Voltage Regulators - Linear|IC REG LINEAR 3.3V 1.5A SOT223-6|TL1963A-33DCQR|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|1|Digi-Key|||{URL}{URL.TEXT}296-24534-6-ND{URL.TIP}Supplier||||
32|SOT-23|Integrated Circuits (ICs) Logic - Gates and Inverters|TEXAS INSTRUMENTS - SN74AHC1G09DBVR - AND Gate, 74AHC1G09, 2 Input, 2 V to 5.5 V, SOT-23-5|SN74AHC1G09DBVR|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|4|Digi-Key|||{URL}{URL.TEXT}296-29202-6-ND{URL.TIP}Supplier||||
33|CSMD|Crystals, Oscillators, Resonators Crystals|CRYSTAL 16.0000MHZ 18PF SMD|ABM7-16.000MHZ-D2Y-T|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|2|Digi-Key|||{URL}{URL.TEXT}535-9840-1-ND{URL.TIP}Supplier||||
34|0603|Circuit Protection TVS - Varistors, MOVs|VARISTOR 0603|CG0603MLC-05E|{URL}{URL.TEXT}{URL.TIP}Component||{URL}{URL.TEXT}{URL.TIP}Manufacturer|2|Digi-Key|||{URL}{URL.TEXT}CG0603MLC-05EDKR-ND{URL.TIP}Supplier||||
